prices_buy,prices_buy_forecast,demand_MW,demand_MW_forecast,soc,charge_MW,discharge_MW,import_MW,export_MW,profit_step,profit_daily
36.05,45.52136395,21.12,24.20501757,0.974905472636816,1.3273684210526253,0.0,25.532385991052625,0.0,-47.85163157894714,1148.8194844210525
35.51,47.40790226,21.04,23.69171162,1.0,0.0,0.0,23.69171162,0.0,0.0,1148.8194844210525
40.96,44.58102618,20.85,25.87603023,1.0,0.0,0.0,25.87603023,0.0,0.0,1148.8194844210525
35.51,50.54484074,20.74,29.65126582,1.0,0.0,0.0,29.65126582,0.0,0.0,1148.8194844210525
39.16,60.26674258,22.12,34.13813385,1.0,0.0,12.56,21.57813385,0.0,491.84959999999995,1148.8194844210525
43.8,68.10602326,23.74,39.08204179,0.7368944749934537,0.0,12.56,26.522041789999996,0.0,550.128,1148.8194844210525
46.5,64.91106787,24.93,40.17932986,0.47378894998690746,0.0,12.56,27.61932986,0.0,584.0400000000001,1148.8194844210525
52.24,57.65754253,25.4,39.18802018,0.2106834249803612,0.0,10.057499999999992,29.130520180000012,0.0,525.4037999999996,1148.8194844210525
50.0,54.89066483,25.53,37.15885715,0.0,0.0,0.0,37.15885715,0.0,0.0,1148.8194844210525
44.83,50.12860544,25.16,36.07510771,0.0,12.56,0.0,48.63510771,0.0,-563.0648,1148.8194844210525
40.61,49.57376857,23.83,36.53264045,0.23745273631840796,12.56,0.0,49.092640450000005,0.0,-510.0616,1148.8194844210525
39.15,52.23309609,23.18,37.37011299,0.47490547263681593,0.0,0.0,37.37011299,0.0,0.0,1148.8194844210525
38.0,54.4007587,23.05,38.27032302,0.47490547263681593,0.0,0.0,38.27032302,0.0,0.0,1148.8194844210525
42.0,52.94600953,23.34,38.90612371,0.47490547263681593,0.0,0.0,38.90612371,0.0,0.0,1148.8194844210525
44.32,54.71333333,24.25,38.20599797,0.47490547263681593,0.0,0.0,38.20599797,0.0,0.0,1148.8194844210525
47.99,56.95766304,25.62,36.83735996,0.47490547263681593,0.0,0.0,36.83735996,0.0,0.0,1148.8194844210525
