prices_actual,prices_forecast,actual_demand,forecast_demand,soc,charge_MW,discharge_MW,import_MW,export_MW,profit_step
65.1,55.67568033,28.68,27.21163527,0.5,0.0,0.5653085949420928,28.114691405057908,0.0,36.80158953073024
62.12,53.07239038,27.12,25.61946785,0.4908013343811035,5.907853666104769,0.0,33.02785366610477,0.0,-366.9958697384282
59.05,51.00181992,25.99,24.58397957,0.5775606632232666,7.240162783547452,0.0,33.23016278354745,0.0,-427.531612368477
59.0,47.36623821,25.62,24.22109296,0.6838855147361755,9.35811034252769,0.0,34.97811034252769,0.0,-552.1285102091337
56.63,47.40726052,25.66,24.17771765,0.8213133215904236,10.78,0.0,36.44,0.0,-610.4714
56.63,55.01003384,26.06,24.83470126,0.9796221852302551,1.387621934162943,0.0,27.447621934162942,0.0,-78.58103013164747
61.66,68.31150847,28.58,26.19666667,1.0,0.0,9.321972723543643,19.258027276456353,0.0,574.792838133701
66.61,73.14173882,32.44,27.95922048,0.8483134508132935,0.0,10.779999151110648,21.66000084888935,0.0,718.0557434554802
73.0,83.79392558,35.25,34.90610052,0.67290198802948,0.0,10.779999151110648,24.470000848889352,0.0,786.9399380310773
73.0,65.41623894,36.63,34.65840509,0.4974905252456665,0.0,10.78,25.85,0.0,786.9399999999999
65.0,65.25547287,36.22,34.97362482,0.32207903265953064,0.0,9.084595348522067,27.135404651477934,0.0,590.4986976539343
63.82,59.10891214,35.17,33.81940341,0.17425507307052612,10.78,0.0,45.95,0.0,-687.9796
62.19,56.47060763,33.26,34.18180884,0.33256393671035767,10.779998379945754,0.0,44.03999837994575,0.0,-670.4080992488264
59.5,51.56733,31.54,36.3375,0.4908727705478668,10.78,0.0,42.32,0.0,-641.41
56.99,55.1069477,31.52,37.42111111,0.6491816639900208,10.779996350564454,0.0,42.299996350564456,0.0,-614.3519920186683
61.92,62.44495389,32.14,34.66035584,0.8074904680252075,10.78,0.0,42.92,0.0,-667.4976
65.63,69.66330869,33.53,35.169247,0.9657993316650391,0.0,2.4596279234588145,31.070372076541187,0.0,161.42538061660198
82.47,80.99666667,37.37,37.80389646,0.9257764220237732,0.0,10.78,26.589999999999996,0.0,889.0265999999999
82.79,74.2241846,38.78,39.1927837,0.7503648996353149,0.0,10.779999151110648,28.000000848889353,0.0,892.4761297204506
83.5,74.52112903,38.96,39.48984687,0.5749534368515015,0.0,10.779999151110648,28.180000848889353,0.0,900.129929117739
78.62,68.36196225,36.4,37.932,0.399541974067688,0.0,10.78,25.619999999999997,0.0,847.5236
72.94,64.14167772,33.51,35.10596615,0.22413049638271332,0.0,10.679581673435866,22.830418326564132,0.0,778.968687260412
64.53,63.01678135,30.89,32.22280021,0.050353020429611206,0.0,3.094470047011971,27.79552995298803,0.0,199.6861521336825
60.32,57.17275082,28.02,30.26906953,0.0,0.0,0.0,28.02,0.0,0.0
