day_index,date,price_max,price_min,price_mean,price_std,price_range,abs_hourly_change_mean,abs_hourly_change_max,spike_count_q95,is_spike_day,is_high_vol_day,stress_regime
211,2019-07-31,70.11,40.0,55.001666666666665,9.215461802421196,30.11,3.8760869565217395,18.549999999999997,2,False,False,Normal
212,2019-08-01,94.42,57.46,75.89333333333333,9.092161299792764,36.96,4.5313043478260875,13.0,2,True,False,Spike Event
213,2019-08-02,81.66,47.26,62.22708333333333,8.987477509999879,34.4,4.555217391304348,10.879999999999995,2,False,False,Normal
214,2019-08-03,77.98,39.8,57.87875,11.059588919359408,38.18000000000001,5.246086956521739,13.670000000000002,2,False,False,Normal
215,2019-08-04,76.9,36.3,56.05708333333334,11.806319781174919,40.60000000000001,5.893478260869567,15.019999999999996,2,False,False,Normal
216,2019-08-05,76.0,53.38,62.31583333333333,6.576347550232521,22.619999999999997,4.003478260869565,9.21,2,False,False,Normal
217,2019-08-06,63.48,33.8,47.63916666666666,7.788694659103902,29.68,3.9852173913043485,9.670000000000002,2,False,False,Normal
218,2019-08-07,62.06,36.72,51.590833333333336,8.105357818277911,25.340000000000003,2.5621739130434786,9.100000000000001,2,False,False,Normal
219,2019-08-08,64.33,40.01,49.725,7.130261291632761,24.32,2.591739130434782,7.43,2,False,False,Normal
220,2019-08-09,52.59,32.2,38.52125,5.424019296249506,20.39,2.1839130434782614,10.68,2,False,False,Normal
221,2019-08-10,99.61,40.0,60.374583333333334,15.664510700019152,59.61,7.097391304347826,19.179999999999993,2,True,True,Spike + High Vol
222,2019-08-11,69.69,31.82,50.13291666666667,11.336005538017835,37.87,5.02608695652174,17.36,2,False,False,Normal
223,2019-08-12,63.88,40.22,48.74875,7.8026959178835416,23.660000000000004,2.4043478260869575,9.520000000000003,2,False,False,Normal
224,2019-08-13,65.99,41.33,48.83041666666667,7.751967760940869,24.659999999999997,3.014782608695651,10.450000000000003,2,False,False,Normal
225,2019-08-14,58.56,33.13,40.06041666666667,6.004969303883223,25.43,2.6613043478260874,10.830000000000005,2,False,False,Normal
226,2019-08-15,58.23,20.0,37.40833333333333,10.331992386111533,38.23,3.3717391304347832,13.43,2,False,False,Normal
227,2019-08-16,63.0,33.9,42.512499999999996,8.466692927609623,29.1,3.0139130434782606,18.630000000000003,2,False,False,Normal
228,2019-08-17,63.39,31.5,41.0075,10.105668770761673,31.89,2.586956521739131,17.340000000000003,2,False,False,Normal
229,2019-08-18,63.03,31.14,39.135416666666664,9.267607439081972,31.89,3.1391304347826092,12.899999999999999,2,False,False,Normal
230,2019-08-19,69.82,35.93,46.64541666666667,10.329407146238047,33.88999999999999,3.23695652173913,12.729999999999997,2,False,False,Normal
231,2019-08-20,65.78,39.72,46.58416666666667,7.812340804175126,26.060000000000002,2.5678260869565217,9.030000000000001,2,False,False,Normal
232,2019-08-21,66.96,39.51,46.013749999999995,8.001485629719564,27.449999999999996,2.837391304347825,10.920000000000002,2,False,False,Normal
233,2019-08-22,65.91,37.82,45.82333333333333,8.562975745801712,28.089999999999996,2.7899999999999996,13.439999999999998,2,False,False,Normal
234,2019-08-23,66.59,37.11,47.2425,9.071801148997727,29.480000000000004,2.747391304347827,14.839999999999996,2,False,False,Normal
235,2019-08-24,61.83,35.28,44.90208333333334,7.414264148404671,26.549999999999997,3.25,11.280000000000001,2,False,False,Normal
236,2019-08-25,64.91,35.6,44.34041666666667,8.257985057515237,29.309999999999995,3.1995652173913056,11.659999999999997,2,False,False,Normal
237,2019-08-26,75.06,39.95,53.022083333333335,10.587471258281065,35.11,4.174347826086956,10.71,2,False,False,Normal
238,2019-08-27,87.49,49.36,62.232499999999995,10.587108341916514,38.129999999999995,4.888260869565218,12.189999999999998,2,True,False,Spike Event
239,2019-08-28,90.01,49.31,69.8625,12.536981208651746,40.7,4.68695652173913,13.780000000000001,2,True,True,Spike + High Vol
240,2019-08-29,87.57,46.42,65.42916666666666,13.083508011388153,41.14999999999999,4.346521739130435,13.109999999999992,2,True,True,Spike + High Vol
241,2019-08-30,76.14,43.95,59.98708333333334,10.180538329990506,32.19,3.4556521739130437,12.189999999999998,2,False,False,Normal
242,2019-08-31,71.76,42.85,50.19625,7.565628691655442,28.910000000000004,3.701304347826087,14.93,2,False,False,Normal
243,2019-09-01,85.25,60.13,70.68666666666667,8.141109670472854,25.119999999999997,3.7026086956521724,8.480000000000004,2,False,False,Normal
244,2019-09-02,83.05,51.72,65.46916666666667,10.385934852174993,31.33,5.136086956521739,15.57,2,False,False,Normal
245,2019-09-03,71.04,39.35,53.419999999999995,8.065831852838297,31.690000000000005,3.9226086956521753,11.870000000000005,2,False,False,Normal
246,2019-09-04,75.73,42.45,57.55916666666667,9.839661056669835,33.28,4.979565217391304,11.909999999999997,2,False,False,Normal
247,2019-09-05,75.96,41.47,56.43333333333334,8.20276287848062,34.489999999999995,4.290434782608694,10.579999999999998,2,False,False,Normal
248,2019-09-06,60.88,27.8,40.038333333333334,10.703880509937251,33.08,3.41,12.649999999999999,2,False,False,Normal
249,2019-09-07,65.56,45.52,55.059583333333336,5.674238871898353,20.04,2.9730434782608692,8.329999999999998,2,False,False,Normal
250,2019-09-08,65.31,40.24,49.725,7.2073308090654695,25.07,2.9391304347826086,13.43,2,False,False,Normal
251,2019-09-09,60.78,34.05,45.70041666666666,7.425399698898768,26.730000000000004,2.957391304347826,7.259999999999998,2,False,False,Normal
252,2019-09-10,75.94,42.63,58.37291666666667,11.229998443287151,33.309999999999995,4.927391304347827,12.64,2,False,False,Normal
253,2019-09-11,57.37,36.2,43.3375,5.72188115160071,21.169999999999995,2.6282608695652177,8.850000000000001,2,False,False,Normal
254,2019-09-12,59.72,27.86,47.44625,8.502600529300992,31.86,3.1147826086956516,9.79,2,False,False,Normal
255,2019-09-13,60.7,40.25,48.7425,5.734997251809357,20.450000000000003,2.4260869565217393,7.799999999999997,2,False,False,Normal
256,2019-09-14,57.09,37.61,44.49875,5.1503687605418325,19.480000000000004,3.16608695652174,8.409999999999997,2,False,False,Normal
257,2019-09-15,64.76,36.46,43.400416666666665,7.786115557260534,28.300000000000004,2.9543478260869573,8.259999999999998,2,False,False,Normal
258,2019-09-16,74.3,39.78,53.97875,9.554586566488455,34.519999999999996,3.8065217391304342,15.649999999999999,2,False,False,Normal
259,2019-09-17,73.84,40.4,50.88041666666667,7.7291832512810865,33.440000000000005,3.728695652173914,14.720000000000006,2,False,False,Normal
260,2019-09-18,74.19,42.66,57.23791666666667,9.434271465233026,31.53,3.6956521739130435,8.639999999999993,2,False,False,Normal
261,2019-09-19,74.7,41.55,61.6675,12.308918735404124,33.150000000000006,3.3104347826086964,13.32,2,False,False,Normal
262,2019-09-20,74.2,39.77,54.034166666666664,10.732526716022882,34.43,5.208695652173912,17.279999999999994,2,False,False,Normal
263,2019-09-21,61.68,33.35,43.8325,7.050228025914573,28.33,3.3413043478260875,9.670000000000002,2,False,False,Normal
264,2019-09-22,61.95,37.79,45.58625,6.488802939445499,24.160000000000004,2.8043478260869565,11.68,2,False,False,Normal
265,2019-09-23,72.77,31.9,52.0225,11.839374340842877,40.87,5.364782608695651,13.909999999999997,2,False,False,Normal
266,2019-09-24,75.27,38.92,55.030833333333334,11.847391904024121,36.349999999999994,5.0260869565217385,14.030000000000001,2,False,False,Normal
267,2019-09-25,75.03,41.02,60.23166666666666,13.318747710641194,34.01,5.376086956521741,20.070000000000007,2,False,True,High Volatility
268,2019-09-26,78.03,39.29,56.31791666666667,12.616121838886277,38.74,5.697391304347827,15.329999999999998,2,False,True,High Volatility
269,2019-09-27,94.09,42.0,62.73375000000001,13.492568264402637,52.09,5.985652173913044,21.099999999999994,2,True,True,Spike + High Vol
270,2019-09-28,75.05,39.0,52.72541666666667,10.124099521596397,36.05,5.017391304347824,13.309999999999995,2,False,False,Normal
271,2019-09-29,70.09,36.44,45.0025,9.407756859657606,33.650000000000006,3.9091304347826092,14.830000000000005,2,False,False,Normal
272,2019-09-30,80.02,30.5,56.165,14.614703435983195,49.519999999999996,6.006086956521739,15.32,2,False,True,High Volatility
273,2019-10-01,88.7,53.55,71.68333333333334,11.26889550031863,35.150000000000006,4.318695652173914,11.75,2,True,False,Spike Event
274,2019-10-02,68.07,40.95,51.38708333333333,8.039654156073837,27.11999999999999,3.488260869565216,11.949999999999996,2,False,False,Normal
275,2019-10-03,61.19,32.68,44.23833333333334,9.005228754869934,28.509999999999998,4.206086956521738,8.540000000000006,2,False,False,Normal
276,2019-10-04,78.06,42.24,60.971666666666664,11.136916936054599,35.82,4.972173913043479,16.340000000000003,2,False,False,Normal
277,2019-10-05,71.04,42.19,55.54958333333334,7.4223068482295576,28.85000000000001,3.8500000000000005,10.009999999999998,2,False,False,Normal
278,2019-10-06,62.06,36.69,51.21125,8.369927178790796,25.370000000000005,3.826956521739131,11.369999999999997,2,False,False,Normal
279,2019-10-07,60.08,44.31,51.94125,4.434693570610868,15.769999999999996,2.958260869565217,13.229999999999997,2,False,False,Normal
280,2019-10-08,66.25,41.56,51.675000000000004,6.8930961050201125,24.689999999999998,2.821739130434782,9.239999999999995,2,False,False,Normal
281,2019-10-09,59.89,42.71,50.64625,6.221546580057574,17.18,2.726521739130435,9.330000000000005,2,False,False,Normal
282,2019-10-10,76.87,37.57,56.064166666666665,12.462543154752083,39.300000000000004,5.407826086956523,18.879999999999995,2,False,True,High Volatility
283,2019-10-11,56.0,33.86,41.5525,6.743641933090691,22.14,1.9473913043478266,7.300000000000004,2,False,False,Normal
284,2019-10-12,59.44,35.41,48.82583333333333,8.004803403971389,24.03,2.925217391304348,8.729999999999997,2,False,False,Normal
285,2019-10-13,71.02,37.77,45.81916666666667,9.478496448674557,33.24999999999999,3.574347826086956,11.419999999999995,2,False,False,Normal
286,2019-10-14,77.92,39.29,60.59125,13.85655309183913,38.63,5.3539130434782605,24.639999999999993,2,False,True,High Volatility
287,2019-10-15,76.81,40.89,59.155833333333334,12.857105941400878,35.92,5.283913043478261,16.71,2,False,True,High Volatility
288,2019-10-16,76.4,39.83,57.93416666666667,13.899636816233308,36.57000000000001,5.489565217391305,21.650000000000006,2,False,True,High Volatility
289,2019-10-17,81.02,43.61,60.94166666666666,12.680989766152926,37.41,5.116086956521738,14.669999999999995,2,False,True,High Volatility
290,2019-10-18,77.69,45.64,62.54333333333333,11.468315393771416,32.05,5.270434782608696,17.029999999999994,2,False,False,Normal
291,2019-10-19,74.62,42.6,53.147083333333335,10.151869598284826,32.02,4.992173913043479,14.260000000000005,2,False,False,Normal
292,2019-10-20,65.4,36.78,43.75416666666666,7.7598621215152725,28.620000000000005,3.1504347826086967,15.530000000000008,2,False,False,Normal
293,2019-10-21,74.22,33.4,51.33416666666667,11.855315049695484,40.82,4.7013043478260865,15.780000000000001,2,False,False,Normal
294,2019-10-22,66.21,40.8,49.91,7.451706545133308,25.409999999999997,3.7373913043478253,10.039999999999992,2,False,False,Normal
295,2019-10-23,68.59,38.07,49.567499999999995,8.571769768053837,30.520000000000003,4.783478260869566,14.020000000000003,2,False,False,Normal
296,2019-10-24,66.19,30.38,46.905,9.51548303510149,35.81,4.384347826086956,9.75,3,False,False,Normal
297,2019-10-25,58.56,29.99,43.31666666666666,6.8566056164628675,28.570000000000004,3.4191304347826086,10.370000000000005,2,False,False,Normal
298,2019-10-26,65.35,30.84,40.287083333333335,9.708924392656419,34.50999999999999,4.062608695652173,16.82,2,False,False,Normal
299,2019-10-27,63.58,33.83,40.90708333333333,9.668186053131738,29.75,2.888260869565218,11.549999999999997,2,False,False,Normal
300,2019-10-28,64.29,30.78,49.138749999999995,10.55737422579489,33.510000000000005,3.260869565217391,8.909999999999997,2,False,False,Normal
301,2019-10-29,66.7,35.83,49.60791666666666,9.111461000189324,30.870000000000005,3.5652173913043477,8.649999999999999,2,False,False,Normal
302,2019-10-30,67.25,35.58,50.06791666666667,9.496477598318354,31.67,3.112173913043479,10.100000000000001,2,False,False,Normal
303,2019-10-31,62.03,33.16,48.17250000000001,9.347519201231481,28.870000000000005,3.9239130434782608,21.659999999999997,2,False,False,Normal
304,2019-11-01,83.1,30.0,69.14416666666666,11.645627623860518,53.099999999999994,4.477391304347826,34.47,2,False,False,Normal
305,2019-11-02,73.97,18.72,51.04666666666666,16.990983968913753,55.25,5.785652173913043,22.11,2,False,True,High Volatility
306,2019-11-03,62.92,23.2,48.41,12.095639530515694,39.72,4.376521739130435,16.1,2,False,False,Normal
307,2019-11-04,75.08,46.19,61.62291666666667,9.069158188807995,28.89,4.967391304347826,12.46,2,False,False,Normal
308,2019-11-05,63.53,40.0,52.622083333333336,6.4644210064997605,23.53,3.106086956521739,7.07,2,False,False,Normal
309,2019-11-06,58.79,37.56,49.11708333333333,6.700502563349206,21.229999999999997,2.9904347826086957,9.439999999999998,2,False,False,Normal
310,2019-11-07,63.93,42.0,53.70541666666667,7.514029185560124,21.93,2.5034782608695654,8.399999999999999,2,False,False,Normal
311,2019-11-08,68.27,43.26,53.15291666666667,8.073509812244355,25.009999999999998,3.212608695652173,16.510000000000005,2,False,False,Normal
312,2019-11-09,59.26,41.64,48.51416666666666,5.754092620392719,17.619999999999997,2.6643478260869564,6.100000000000001,2,False,False,Normal
313,2019-11-10,78.09,41.83,59.0825,12.209490339396897,36.260000000000005,5.36913043478261,20.310000000000002,2,False,False,Normal
314,2019-11-11,58.7,34.75,47.02458333333333,7.025052671420472,23.950000000000003,2.2473913043478264,8.410000000000004,2,False,False,Normal
315,2019-11-12,70.72,32.85,51.18375,10.374085108954237,37.87,3.898695652173913,8.439999999999998,2,False,False,Normal
316,2019-11-13,80.15,36.32,54.74333333333333,12.37619196426073,43.830000000000005,5.035652173913045,13.57,2,False,False,Normal
317,2019-11-14,78.89,40.36,55.165,10.065984908289554,38.53,3.779130434782609,11.64,2,False,False,Normal
318,2019-11-15,70.73,37.57,55.07375,10.170517840905346,33.160000000000004,4.178695652173913,10.759999999999998,2,False,False,Normal
319,2019-11-16,57.8,37.19,46.84833333333333,5.240163179227107,20.61,2.4565217391304346,6.150000000000006,2,False,False,Normal
320,2019-11-17,56.65,32.23,42.49791666666667,6.60103086756097,24.42,2.273913043478261,6.909999999999997,2,False,False,Normal
321,2019-11-18,85.0,35.68,56.74791666666667,12.880968428069666,49.32,4.669130434782609,11.349999999999994,2,False,True,High Volatility
322,2019-11-19,79.95,43.64,61.050000000000004,11.670578764382348,36.31,3.7552173913043476,10.669999999999995,2,False,False,Normal
323,2019-11-20,75.75,42.4,57.805416666666666,9.958955759457947,33.35,4.546956521739131,11.700000000000003,2,False,False,Normal
324,2019-11-21,70.32,41.27,56.0025,9.310281950617822,29.04999999999999,3.5704347826086944,9.439999999999998,2,False,False,Normal
325,2019-11-22,69.93,41.45,52.02708333333334,7.66099010468347,28.480000000000004,2.994347826086957,9.0,2,False,False,Normal
326,2019-11-23,54.38,32.09,44.8125,5.268814939772053,22.29,2.2378260869565207,7.009999999999998,2,False,False,Normal
327,2019-11-24,51.8,30.0,42.01791666666667,6.647584706307715,21.799999999999997,1.9908695652173907,7.019999999999996,2,False,False,Normal
328,2019-11-25,67.11,35.38,52.060833333333335,10.201686952002923,31.729999999999997,3.365652173913044,12.159999999999997,2,False,False,Normal
329,2019-11-26,74.53,35.91,52.189166666666665,11.119407990444948,38.620000000000005,3.640434782608695,9.479999999999997,2,False,False,Normal
330,2019-11-27,64.01,30.23,47.20875,9.57485897841435,33.78,3.88304347826087,10.400000000000006,2,False,False,Normal
331,2019-11-28,75.08,29.55,51.39625,12.507268777899066,45.53,4.566956521739131,10.0,2,False,True,High Volatility
332,2019-11-29,67.21,29.82,49.068333333333335,9.679758650722231,37.38999999999999,3.416521739130434,8.399999999999999,2,False,False,Normal
333,2019-11-30,67.93,35.39,51.209583333333335,10.839198782826296,32.540000000000006,4.345652173913043,17.039999999999992,2,False,False,Normal
334,2019-12-01,83.5,47.52,65.64333333333333,9.337544443368614,35.98,4.363478260869565,16.840000000000003,2,False,False,Normal
335,2019-12-02,79.74,37.33,57.46291666666667,12.26717907375352,42.41,6.1695652173913045,13.549999999999997,2,False,False,Normal
336,2019-12-03,74.52,32.17,51.42416666666667,11.628896884641424,42.349999999999994,4.794347826086957,11.339999999999996,2,False,False,Normal
337,2019-12-04,74.88,49.8,61.06333333333333,7.512832307150369,25.08,3.6739130434782603,13.259999999999998,2,False,False,Normal
338,2019-12-05,56.73,35.51,45.18625,6.560525437930954,21.22,3.6986956521739134,7.280000000000001,2,False,False,Normal
339,2019-12-06,61.81,39.97,51.64625,7.2265505707892155,21.840000000000003,3.841739130434783,12.969999999999999,2,False,False,Normal
340,2019-12-07,62.39,48.04,55.930416666666666,4.736715500416302,14.350000000000001,3.20304347826087,14.350000000000001,2,False,False,Normal
341,2019-12-08,73.66,45.67,58.14833333333333,8.485222790068711,27.989999999999995,3.4469565217391307,14.649999999999999,2,False,False,Normal
342,2019-12-09,59.55,42.03,49.018750000000004,5.978678283846617,17.519999999999996,3.412173913043478,14.869999999999997,2,False,False,Normal
343,2019-12-10,66.34,38.13,47.942499999999995,8.635196556258427,28.21,4.744782608695652,13.229999999999997,2,False,False,Normal
344,2019-12-11,65.0,32.53,50.785,9.531767480606511,32.47,3.369130434782609,8.0,2,False,False,Normal
345,2019-12-12,68.28,41.82,52.421666666666674,7.84783751253735,26.46,3.3956521739130445,10.96,2,False,False,Normal
346,2019-12-13,58.61,35.85,47.88791666666666,7.367167457074643,22.759999999999998,2.7295652173913036,5.859999999999999,2,False,False,Normal
347,2019-12-14,53.06,29.03,41.9475,6.864984404174946,24.03,2.4013043478260876,8.93,2,False,False,Normal
348,2019-12-15,52.6,28.8,40.85166666666667,7.643835064465582,23.8,2.2834782608695647,8.259999999999998,2,False,False,Normal
349,2019-12-16,65.0,30.0,48.173750000000005,9.740931485009641,35.0,3.4460869565217394,9.799999999999997,2,False,False,Normal
350,2019-12-17,60.77,31.49,46.48041666666666,7.854437947492773,29.280000000000005,3.112608695652174,6.059999999999995,2,False,False,Normal
351,2019-12-18,56.03,29.06,44.04416666666666,8.00406685578551,26.970000000000002,2.704347826086956,8.990000000000002,2,False,False,Normal
352,2019-12-19,76.09,32.46,49.787083333333335,10.82344615985881,43.63,4.833913043478261,16.810000000000002,2,False,False,Normal
353,2019-12-20,51.0,26.09,40.65083333333333,7.486087918188014,24.91,2.8843478260869566,10.100000000000001,2,False,False,Normal
354,2019-12-21,45.94,9.65,29.9075,11.644503181665849,36.29,3.1030434782608696,8.88,2,False,False,Normal
355,2019-12-22,40.0,6.76,26.315833333333334,12.530242690549054,33.24,3.159565217391304,10.160000000000002,2,False,True,High Volatility
356,2019-12-23,49.99,1.0,28.32625,16.24482119818096,48.99,4.757391304347825,21.99,2,False,True,High Volatility
357,2019-12-24,48.83,2.0,27.754166666666666,15.629052355668655,46.83,4.062608695652173,17.0,2,False,True,High Volatility
358,2019-12-25,44.29,9.5,22.590833333333336,13.959443092375691,34.79,3.6091304347826094,16.769999999999996,2,False,True,High Volatility
359,2019-12-26,50.77,21.74,34.91916666666666,8.838199165709815,29.030000000000005,2.6952173913043485,6.829999999999998,2,False,False,Normal
360,2019-12-27,60.78,34.86,45.98833333333334,8.152140645342747,25.92,2.4286956521739134,8.309999999999995,2,False,False,Normal
361,2019-12-28,44.25,27.37,34.92916666666667,5.155054013689669,16.88,2.278260869565217,6.09,2,False,False,Normal
362,2019-12-29,43.98,20.0,30.88083333333333,6.9040309061897425,23.979999999999997,2.34,5.990000000000002,2,False,False,Normal
363,2019-12-30,53.78,15.07,37.54833333333333,10.777414655967668,38.71,3.2908695652173914,10.990000000000002,2,False,False,Normal
