prices_actual,prices_forecast,actual_demand,forecast_demand,soc,charge_MW,discharge_MW,import_MW,export_MW,profit_step
25.754972400557588,28.42460224162509,14071.335,14673.742545823516,0.5,10.7825,0.0,14082.117499999998,0.0,-277.7029899090122
29.42880177433491,39.9581523963306,13646.239999999998,14166.08525352688,0.737500011920929,10.7825,0.0,13657.022499999997,0.0,-317.3160551317662
25.02826262750452,39.59795642151288,13233.3055,13731.73419502503,0.9750000238418579,1.134998917579651,0.0,13234.44049891758,0.0,-28.407050991116865
24.99439571497907,48.95885141136628,13049.0658,13877.92881073276,1.0,0.0,0.0,13049.0658,0.0,0.0
23.852361132300455,39.18733262812116,13016.8949,13949.805761766074,1.0,0.0,0.0,13016.8949,0.0,0.0
29.477642478151164,45.03003048125953,13165.573,13848.612849397936,1.0,0.0,3.271678542673588,13162.301321457328,0.0,96.44137038437066
19.032508738575576,36.73287649029775,13560.3336,14813.114685059749,0.9201513528823853,3.62512857913971,0.0,13563.95872857914,0.0,-68.99529136093659
49.867567662334615,26.272418965618613,13895.238100000002,15090.943604271328,1.0,0.0,0.0,13895.238100000002,0.0,0.0
20.46807043223933,34.098993140404566,14094.3467,15242.893516566472,1.0,0.0,0.0,14094.3467,0.0,0.0
27.389620984236817,46.92154712033725,14369.8588,15375.633622431194,1.0,0.0,0.0,14369.8588,0.0,0.0
16.558984769637878,38.94661025037171,14491.0737,16222.596094592052,1.0,0.0,0.0,14491.0737,0.0,0.0
16.629582048797992,54.934607541584555,14571.871,16308.704607917436,1.0,0.0,0.0,14571.871,0.0,0.0
22.245501948926737,53.82061762115363,14766.8968,15078.497339194852,1.0,0.0,0.0,14766.8968,0.0,0.0
25.099192050058345,53.26991746997691,15086.4755,14848.235333441153,1.0,0.0,2.030473690509796,15084.445026309491,0.0,50.963249110696104
29.289364261434624,56.55144829641048,15327.2627,15364.156712983371,0.950444221496582,0.0,9.198414005726576,15318.064285994273,0.0,269.41569844120767
32.02563834570497,57.03911335524893,15876.0581,15784.265292462698,0.7259475588798523,0.0,10.782499164506792,15865.275600835494,0.0,345.3164187053605
28.04592764385765,80.62822044831064,16857.5018,17944.849138489124,0.4627896845340729,0.0,10.78249977505952,16846.719300224937,0.0,302.4052085112307
26.536458024113728,59.78080756065477,17422.7578,18455.855869834035,0.19963179528713226,0.0,8.179613364197314,17414.5781866358,0.0,217.05796669250168
26.41219854712196,59.72748704487607,17163.381500000003,18296.99175382684,0.0,0.0,0.0,17163.381500000003,0.0,0.0
28.104474472519385,40.93718638449078,16920.5319,17401.1562679226,0.0,0.0,0.0,16920.5319,0.0,0.0
28.261734918110378,37.94037160621671,16529.9214,17586.501526528526,0.0,0.0,0.0,16529.9214,0.0,0.0
24.749945726209205,43.09876255118607,15968.149399999998,16939.579062636127,0.0,0.0,0.0,15968.149399999998,0.0,0.0
33.50858414132479,41.64034450424642,15188.7744,16274.953518049408,0.0,2.2621775172650818,0.0,15191.036577517265,0.0,-75.8023656798902
34.524800961185356,34.72054804535588,14456.732999999998,15486.832174665857,0.0498276986181736,8.366595656424762,0.0,14465.099595656424,0.0,-288.85504976078283
26.80436954022554,44.37293938636047,13893.4883,15511.62216491209,0.5,10.7825,0.0,13904.2708,0.0,-289.0181145674819
21.09174053454271,43.11422174546489,13569.4078,15207.793815498004,0.737500011920929,10.7825,0.0,13580.1903,0.0,-227.42169231370676
18.19340523349552,43.240614980517826,13285.338599999995,14531.998341307864,0.9750000238418579,1.134998917579651,0.0,13286.473598917575,0.0,-20.649495247105374
26.061502331579657,44.96636731998725,13271.8391,14864.316113815164,1.0,0.0,0.0,13271.8391,0.0,0.0
24.50018256521319,45.85185360298686,13465.298,15227.47955129706,1.0,0.0,0.0,13465.298,0.0,0.0
26.10497596375142,53.20528293586593,13977.9716,16158.50292644067,1.0,0.0,1.411104580938816,13976.560495419062,0.0,36.83685116774731
17.228086029823555,51.41232264576009,14576.961200000002,16910.471806606085,0.9655605554580688,0.0,0.6951435875594616,14576.266056412442,0.0,11.975993529554588
