method,seed,day_index,hour,prices_actual,prices_forecast,prices_bias_corrected,actual_demand,forecast_demand,demand_bias_corrected,soc,charge_MW,discharge_MW,import_MW,export_MW,profit_step,profit_step_system,day
scenario_expected,0,177,10,43.25050744015219,102.17314815839114,147.42718294307753,19495.5286,18409.85973295002,18115.140840663662,0.5,0.0,0.0,,0.0,0.0,,177
scenario_expected,0,177,11,47.99515597728764,105.17498474692715,150.07600666425867,19915.0982,19990.274148714667,19739.762127508133,0.5,0.0,0.0,,0.0,0.0,,177
scenario_expected,0,177,12,97.27011868689468,105.66269213625645,151.80575286079156,20442.6951,20504.47233439734,20047.117067158426,0.5,0.0,0.0,,0.0,0.0,,177
scenario_expected,0,177,13,63.52680705288583,114.09692522294071,161.4224881520203,20782.9991,20571.970111252613,20150.905334148403,0.5,0.0,0.0,,0.0,0.0,,177
scenario_expected,0,177,14,45.4899596279559,115.1893122557582,160.85694129938804,20935.6256,23739.723950379146,23337.961722987187,0.5,0.0,0.0,,0.0,0.0,,177
scenario_expected,0,177,15,39.25574876980613,138.72365757050247,192.78909990040748,21218.5459,24322.632355467264,23981.464226317712,0.5,0.0,0.0,,0.0,0.0,,177
scenario_expected,0,177,16,73.05624427895464,152.53227548062216,220.22511622402854,21412.5421,22612.87257353999,22397.00719166306,0.5,0.0,0.0,,0.0,0.0,,177
scenario_expected,0,177,17,68.47764880533849,130.68230583663916,199.08587556058416,21457.4879,23131.783633210292,22877.35175977263,0.5,0.0,0.0,,0.0,0.0,,177
scenario_expected,0,177,18,35.58873906992597,132.48346657717417,198.21376021903552,21046.4494,21886.06450417907,21752.10516354024,0.5,0.0,0.0,,0.0,0.0,,177
scenario_expected,0,177,19,40.32607861679801,128.72007202086783,184.01878604288652,20513.2903,20577.259946560414,20538.92666408307,0.5,0.0,0.0,,0.0,0.0,,177
scenario_expected,0,177,20,40.42225733614983,133.5992628628794,182.2513193339552,20238.0886,20507.5818110759,20513.33784492248,0.5,0.0,0.0,,0.0,0.0,,177
scenario_expected,0,177,21,37.443183838226666,108.05472623407344,150.39706625159937,19397.116500000004,19937.790831698803,19996.0213838284,0.5,0.0,0.0,,0.0,0.0,,177
