prices_actual,prices_forecast,actual_demand,forecast_demand,soc,charge_MW,discharge_MW,import_MW,export_MW,profit_step,cumulative_profit,day
44.14,32.01846508,25.76,24.1649023,0.5251101321585905,10.78,0.0,34.9449023,0.0,-475.82919999999996,3206.782117555401,2
44.56,31.37679557,26.12,24.16896703,0.7625550660792952,10.78,0.0,34.94896703,0.0,-480.3568,2726.425317555401,2
47.6,40.85539512,27.54,25.76655189,1.0,0.0,0.0,25.76655189,0.0,0.0,2726.425317555401,2
60.5,49.89968177,32.36,22.68,1.0,0.0,9.728949999999998,12.951050000000002,0.0,588.6014749999998,3315.026792555401,2
59.62,45.0080714,37.28,26.980205,0.7625550660792952,10.78,0.0,37.760205,0.0,-642.7035999999999,2672.323192555401,2
62.84,52.28073794,41.42,34.15117061,1.0,0.0,0.0,34.15117061,0.0,0.0,2672.323192555401,2
57.52,50.59269814,41.94,33.34841355,1.0,0.0,0.0,33.34841355,0.0,0.0,2672.323192555401,2
52.67,52.07603738,41.33,34.22362338,1.0,0.0,0.0,34.22362338,0.0,0.0,2672.323192555401,2
49.85,53.90965775,40.72,36.03411462,1.0,0.0,0.0,36.03411462,0.0,0.0,2672.323192555401,2
47.21,50.76170547,38.39,33.15074587,1.0,0.0,0.0,33.15074587,0.0,0.0,2672.323192555401,2
45.72,50.28951667,37.9,36.53264045,1.0,0.0,0.0,36.53264045,0.0,0.0,2672.323192555401,2
49.03,51.56383729,39.12,37.37011299,1.0,0.0,0.0,37.37011299,0.0,0.0,2672.323192555401,2
53.0,51.65594896,39.52,32.65791199,1.0,0.0,0.0,32.65791199,0.0,0.0,2672.323192555401,2
56.55,54.98495412,40.29,32.37179145,1.0,0.0,0.0,32.37179145,0.0,0.0,2672.323192555401,2
62.84,57.85166089,40.72,34.66316993,1.0,0.0,0.0,34.66316993,0.0,0.0,2672.323192555401,2
71.94,76.90773324,43.0,42.54461111,1.0,0.0,10.78,31.764611109999997,0.0,775.5132,3447.836392555401,2
76.0,60.35956522,42.63,39.41334628,0.7369031203094684,0.0,0.0,39.41334628,0.0,0.0,3447.836392555401,2
68.28,74.43921775,40.39,32.586,0.7369031203094684,0.0,10.78,21.805999999999997,0.0,736.0584,4183.894792555401,2
60.74,71.80494133,37.16,32.88317891,0.4738062406189367,0.0,10.78,22.103178909999997,0.0,654.7772,4838.671992555401,2
53.9,60.45934792,33.48,30.62545291,0.2107093609284051,0.0,8.633500000000007,21.991952909999995,0.0,465.3456500000004,5304.017642555401,2
49.31,50.83458738,30.06,24.61672566,0.0,0.0,0.0,24.61672566,0.0,0.0,5304.017642555401,2
47.58,46.46742974,23.63,26.5468423,0.5,0.0,10.78,15.766842300000002,0.0,512.9123999999999,5816.930042555401,3
42.41,41.60063026,22.21,25.25291149,0.23690312030946836,0.0,0.0,25.25291149,0.0,0.0,5816.930042555401,3
38.54,37.83451126,21.67,22.84624602,0.23690312030946836,10.78,0.0,33.626246019999996,0.0,-415.46119999999996,5401.468842555401,3
38.62,31.9463889,21.49,23.37617179,0.4743480542301732,10.78,0.0,34.15617179,0.0,-416.32359999999994,4985.145242555402,3
39.06,30.7200476,21.91,22.80950786,0.711792988150878,10.78,0.0,33.58950786,0.0,-421.0668,4564.078442555402,3
47.86,39.71848889,23.9,25.62746349,0.9492379220715828,0.0,0.0,25.62746349,0.0,0.0,4564.078442555402,3
55.28,38.83001902,29.02,22.68,0.9492379220715828,2.3045983379501433,0.0,24.984598337950143,0.0,-127.39819612188393,4436.680246433518,3
74.37,45.42069692,33.83,27.77504596,1.0,0.0,0.0,27.77504596,0.0,0.0,4436.680246433518,3
79.28,61.08684637,38.56,35.10434092,1.0,0.0,10.78,24.324340919999997,0.0,854.6383999999999,5291.318646433518,3
75.17,52.56258968,39.14,34.48114032,0.7369031203094684,0.0,10.78,23.70114032,0.0,810.3326,6101.651246433517,3
59.28,41.79942069,38.58,33.96143119,0.4738062406189367,10.78,0.0,44.74143119,0.0,-639.0384,5462.612846433517,3
56.34,46.6833439,37.97,35.33060919,0.7112511745396415,0.0,7.626849999999994,27.703759190000003,0.0,429.69672899999966,5892.309575433516,3
51.07,26.3624812,35.77,31.84165506,0.5251101321585905,10.78,0.0,42.62165506,0.0,-550.5346,5341.774975433516,3
50.46,39.11706,35.64,36.53264045,0.7625550660792952,10.78,0.0,47.31264045,0.0,-543.9588,4797.816175433516,3
52.87,50.14622838,36.65,37.37011299,1.0,0.0,0.0,37.37011299,0.0,0.0,4797.816175433516,3
57.29,56.81008821,37.14,30.26158764,1.0,0.0,0.0,30.26158764,0.0,0.0,4797.816175433516,3
58.72,57.01079628,37.46,30.45167833,1.0,0.0,0.0,30.45167833,0.0,0.0,4797.816175433516,3
63.23,53.64625,37.45,29.39051906,1.0,0.0,0.0,29.39051906,0.0,0.0,4797.816175433516,3
76.13,60.77041149,37.55,32.43834899,1.0,0.0,0.0,32.43834899,0.0,0.0,4797.816175433516,3
78.14,70.52,38.29,38.25707842,1.0,0.0,10.78,27.477078419999998,0.0,842.3492,5640.165375433516,3
81.22,72.48052655,39.21,32.586,0.7369031203094684,0.0,10.78,21.805999999999997,0.0,875.5515999999999,6515.7169754335155,3
77.98,69.39212783,36.68,32.64057974,0.4738062406189367,0.0,10.78,21.86057974,0.0,840.6244,7356.341375433515,3
68.33,61.50836376,33.17,29.53932112,0.2107093609284051,0.0,8.633500000000007,20.90582111999999,0.0,589.9270550000005,7946.268430433515,3
54.99,51.39772032,29.68,24.70177099,0.0,0.0,0.0,24.70177099,0.0,0.0,7946.268430433515,3
52.83,46.31240762,23.66,26.81803687,0.5,0.0,10.78,16.03803687,0.0,569.5074,8515.775830433515,4
55.13,42.28502265,22.14,25.18418782,0.23690312030946836,0.0,0.0,25.18418782,0.0,0.0,8515.775830433515,4
49.65,39.90729701,21.12,23.88773017,0.23690312030946836,2.304598337950146,0.0,26.192328507950148,0.0,-114.42330747922475,8401.35252295429,4
47.17,38.11023393,20.63,23.77355599,0.28766519823788567,10.78,0.0,34.55355599,0.0,-508.4926,7892.859922954291,4
44.68,39.03200476,20.14,23.49628189,0.5251101321585905,10.78,0.0,34.27628189,0.0,-481.6504,7411.20952295429,4
46.7,38.89102051,20.21,24.07132111,0.7625550660792952,10.78,0.0,34.85132111,0.0,-503.426,6907.78352295429,4
45.61,44.68428132,19.98,24.1,1.0,0.0,7.5824500000000095,16.517549999999993,0.0,345.8355445000004,7253.61906745429,4
48.75,48.66724848,21.25,25.59873333,0.8149425848414217,0.0,10.78,14.818733330000002,0.0,525.525,7779.14406745429,4
46.99,54.74091523,22.65,29.55434524,0.55184570515089,0.0,10.78,18.77434524,0.0,506.55219999999997,8285.69626745429,4
43.82,54.58092378,23.35,31.1044018,0.28874882546035846,0.0,10.78,20.3244018,0.0,472.3796,8758.07586745429,4
41.83,39.78265189,23.55,31.1604313,0.025651945769826823,10.78,0.0,41.9404313,0.0,-450.9274,8307.14846745429,4
33.03,48.67050231,23.57,30.43305232,0.26309687969053164,0.0,10.78,19.65305232,0.0,356.0634,8663.21186745429,4
30.74,37.12593985,23.26,29.35082283,0.0,10.78,0.0,40.13082283,0.0,-331.37719999999996,8331.83466745429,4
21.86,26.11737238,22.16,27.9790625,0.23744493392070481,10.78,0.0,38.7590625,0.0,-235.65079999999998,8096.18386745429,4
21.87,31.52976233,21.7,28.95705882,0.47488986784140963,10.78,0.0,39.73705882,0.0,-235.7586,7860.4252674542895,4
29.45,38.00028208,21.66,26.59619714,0.7123348017621145,10.78,0.0,37.37619714,0.0,-317.47099999999995,7542.95426745429,4
38.83,38.7882874,22.01,27.02155438,0.9497797356828193,2.280000000000006,0.0,29.301554380000006,0.0,-88.53240000000022,7454.42186745429,4
44.39,49.7425,22.96,29.25212052,1.0,0.0,0.0,29.25212052,0.0,0.0,7454.42186745429,4
55.36,55.68813406,24.47,31.03634762,1.0,0.0,8.633500000000007,22.402847619999996,0.0,477.9505600000004,7932.37242745429,4
61.0,57.549,26.5,30.95277625,0.7892906390715949,0.0,10.78,20.17277625,0.0,657.5799999999999,8589.95242745429,4
66.8,66.50524978,28.49,31.84,0.5261937593810633,0.0,10.78,21.06,0.0,720.1039999999999,9310.056427454288,4
66.13,62.170322,28.3,32.54358153,0.26309687969053164,0.0,10.78,21.763581529999996,0.0,712.8813999999999,10022.937827454289,4
62.05,53.84905798,26.04,30.02593377,0.0,0.0,0.0,30.02593377,0.0,0.0,10022.937827454289,4
56.6,47.30506324,23.49,27.00055521,0.0,0.0,0.0,27.00055521,0.0,0.0,10022.937827454289,4
59.41,53.8927269,27.21,26.61805328,0.5,0.0,10.78,15.838053280000002,0.0,640.4397999999999,10663.377627454289,5
47.98,47.12239845,25.76,24.68104367,0.23690312030946836,0.0,0.0,24.68104367,0.0,0.0,10663.377627454289,5
47.27,43.32920521,24.63,23.56903867,0.23690312030946836,10.78,0.0,34.34903867,0.0,-509.5706,10153.807027454288,5
46.7,40.99975769,24.08,23.63551411,0.4743480542301732,10.78,0.0,34.41551411,0.0,-503.426,9650.381027454288,5
45.44,41.16969657,23.92,23.18786714,0.711792988150878,10.78,0.0,33.96786714,0.0,-489.84319999999997,9160.537827454289,5
39.76,44.35960006,23.45,24.79345109,0.9492379220715828,2.3045983379501433,0.0,27.098049427950144,0.0,-91.6308299168977,9068.906997537391,5
39.75,50.43749441,24.56,21.82666667,1.0,0.0,0.0,21.82666667,0.0,0.0,9068.906997537391,5
39.49,52.46323791,27.65,30.67946,1.0,0.0,8.633500000000007,22.045959999999994,0.0,340.9369150000003,9409.843912537392,5
43.75,59.04213025,30.11,32.7150215,0.7892906390715949,0.0,10.78,21.935021499999998,0.0,471.625,9881.468912537392,5
42.82,59.70371374,30.91,34.56835931,0.5261937593810633,0.0,10.78,23.788359309999997,0.0,461.59959999999995,10343.068512537391,5
36.03,53.17463395,30.48,34.92179554,0.26309687969053164,0.0,10.78,24.141795539999997,0.0,388.4034,10731.47191253739,5
30.03,51.59599807,29.86,32.19645589,0.0,0.0,0.0,32.19645589,0.0,0.0,10731.47191253739,5
30.77,44.14582707,28.41,30.42065334,0.0,2.280000000000011,0.0,32.70065334000001,0.0,-70.15560000000033,10661.31631253739,5
26.38,31.11393571,27.26,27.9790625,0.05022026431718085,10.78,0.0,38.7590625,0.0,-284.3764,10376.939912537391,5
21.41,39.35204766,26.83,28.95705882,0.28766519823788567,10.78,0.0,39.73705882,0.0,-230.79979999999998,10146.14011253739,5
27.94,46.93875864,26.96,28.60861707,0.5251101321585905,0.0,0.0,28.60861707,0.0,0.0,10146.14011253739,5
30.46,43.16686569,27.52,29.32761497,0.5251101321585905,10.78,0.0,40.10761497,0.0,-328.3588,9817.78131253739,5
32.91,41.274,28.26,29.88502337,0.7625550660792952,10.78,0.0,40.66502337,0.0,-354.7697999999999,9463.01151253739,5
40.31,61.56693841,29.45,33.32081952,1.0,0.0,0.0,33.32081952,0.0,0.0,9463.01151253739,5
45.93,69.96826087,30.98,33.75078448,1.0,0.0,10.78,22.97078448,0.0,495.12539999999996,9958.136912537391,5
50.78,72.10269524,31.01,36.0925,0.7369031203094684,0.0,10.78,25.3125,0.0,547.4084,10505.545312537392,5
48.64,70.24015462,30.74,36.25919889,0.4738062406189367,0.0,10.78,25.47919889,0.0,524.3392,11029.884512537392,5
45.81,64.57623122,28.54,31.42222036,0.2107093609284051,0.0,8.633500000000007,22.788720359999992,0.0,395.50063500000033,11425.385147537392,5
41.92,58.37556477,26.07,29.9102454,0.0,0.0,0.0,29.9102454,0.0,0.0,11425.385147537392,5
55.17,69.69658917,30.21,29.97577025,0.5,0.0,10.78,19.19577025,0.0,594.7325999999999,12020.117747537392,6
51.39,63.77237856,28.57,28.06629701,0.23690312030946836,0.0,0.0,28.06629701,0.0,0.0,12020.117747537392,6
46.7,59.24698956,27.41,27.34490014,0.23690312030946836,3.4691966759002812,0.0,30.81409681590028,0.0,-162.01148476454316,11858.106262772848,6
46.27,60.03875347,26.96,27.12878781,0.31331714400771243,0.0,0.0,27.12878781,0.0,0.0,11858.106262772848,6
46.24,60.05486492,27.11,27.15560912,0.31331714400771243,0.0,0.0,27.15560912,0.0,0.0,11858.106262772848,6
46.29,53.79373205,28.0,26.95126847,0.31331714400771243,10.78,0.0,37.731268469999996,0.0,-499.0062,11359.100062772848,6
55.38,59.66774329,32.0,27.27,0.5507620779284172,0.0,0.0,27.27,0.0,0.0,11359.100062772848,6
68.38,62.27924257,37.02,33.74035286,0.5507620779284172,0.0,0.0,33.74035286,0.0,0.0,11359.100062772848,6
71.62,66.52244379,42.69,37.39769041,0.5507620779284172,0.0,10.78,26.61769041,0.0,772.0636,12131.163662772848,6
71.62,62.89939893,44.51,40.04677111,0.28766519823788567,0.0,0.0,40.04677111,0.0,0.0,12131.163662772848,6
64.53,62.97202946,45.13,42.01797373,0.28766519823788567,0.0,0.0,42.01797373,0.0,0.0,12131.163662772848,6
62.6,57.97217709,45.65,41.52090514,0.28766519823788567,10.78,0.0,52.300905140000005,0.0,-674.828,11456.335662772848,6
56.27,53.6862406,44.53,40.98152448,0.5251101321585905,10.78,0.0,51.76152448,0.0,-606.5906,10849.745062772849,6
55.98,62.03856,44.71,41.58324324,0.7625550660792952,0.0,0.0,41.58324324,0.0,0.0,10849.745062772849,6
60.61,58.11667281,45.92,42.51081081,0.7625550660792952,10.78,0.0,53.29081081,0.0,-653.3757999999999,10196.369262772849,6
72.71,60.0371819,46.6,39.4333859,1.0,0.0,0.0,39.4333859,0.0,0.0,10196.369262772849,6
81.08,69.11210723,46.94,39.49734605,1.0,0.0,0.0,39.49734605,0.0,0.0,10196.369262772849,6
77.72,64.09333333,46.54,38.92466997,1.0,0.0,0.0,38.92466997,0.0,0.0,10196.369262772849,6
73.08,72.57905797,45.92,39.60828138,1.0,0.0,8.633500000000007,30.974781379999996,0.0,630.9361800000005,10827.30544277285,6
74.62,78.77666667,44.57,40.01015081,0.7892906390715949,0.0,10.78,29.230150809999998,0.0,804.4036,11631.709042772849,6
75.42,74.80874372,43.63,40.808,0.5261937593810633,0.0,10.78,30.028,0.0,813.0276,12444.736642772848,6
74.95,70.16828387,42.99,38.68432676,0.26309687969053164,0.0,0.0,38.68432676,0.0,0.0,12444.736642772848,6
62.1,72.8284239,40.2,35.60890399,0.26309687969053164,0.0,10.78,24.82890399,0.0,669.438,13114.174642772849,6
55.71,67.25780674,36.8,34.42551125,0.0,0.0,0.0,34.42551125,0.0,0.0,13114.174642772849,6
58.09,69.18447556,32.81,29.66445601,0.5,0.0,10.78,18.884456009999997,0.0,626.2102,13740.384842772848,7
47.8,63.12538196,31.03,27.87749706,0.23690312030946836,0.0,0.0,27.87749706,0.0,0.0,13740.384842772848,7
41.35,58.12054109,29.74,26.70602277,0.23690312030946836,10.78,0.0,37.48602277,0.0,-445.753,13294.631842772847,7
41.06,59.43517742,29.02,26.90584799,0.4743480542301732,0.0,0.0,26.90584799,0.0,0.0,13294.631842772847,7
41.0,58.91339003,28.92,26.93253787,0.4743480542301732,4.633795013850421,0.0,31.56633288385042,0.0,-189.98559556786728,13104.64624720498,7
41.76,61.43372404,29.75,28.89746255,0.5764140236982441,0.0,0.0,28.89746255,0.0,0.0,13104.64624720498,7
42.44,63.28302725,32.19,31.96304348,0.5764140236982441,0.0,0.0,31.96304348,0.0,0.0,13104.64624720498,7
45.68,63.74261905,36.61,33.62628119,0.5764140236982441,0.0,0.0,33.62628119,0.0,0.0,13104.64624720498,7
50.88,66.40599134,41.28,37.88427788,0.5764140236982441,0.0,10.78,27.104277879999998,0.0,548.4864,13653.13264720498,7
52.4,63.45169926,42.78,39.70581919,0.3133171440077125,0.0,0.0,39.70581919,0.0,0.0,13653.13264720498,7
49.18,65.30708044,43.26,38.38477777,0.3133171440077125,0.0,10.78,27.60477777,0.0,530.1604,14183.293047204981,7
49.0,58.88698644,43.6,37.28639787,0.05022026431718085,10.78,0.0,48.06639787,0.0,-528.2199999999999,13655.073047204982,7
46.46,52.17484962,42.68,37.53962866,0.28766519823788567,10.78,0.0,48.31962866,0.0,-500.8388,13154.234247204982,7
48.11,57.53723333,42.92,41.58324324,0.5251101321585905,10.78,0.0,52.36324324,0.0,-518.6257999999999,12635.608447204982,7
51.18,58.68523777,43.9,42.51081081,0.7625550660792952,10.78,0.0,53.29081081,0.0,-551.7203999999999,12083.888047204982,7
51.0,60.69964713,44.0,37.3480312,1.0,0.0,0.0,37.3480312,0.0,0.0,12083.888047204982,7
55.87,64.12393721,44.3,36.56502867,1.0,0.0,0.0,36.56502867,0.0,0.0,12083.888047204982,7
58.51,64.09333333,43.92,37.94132336,1.0,0.0,0.0,37.94132336,0.0,0.0,12083.888047204982,7
60.85,71.55936594,43.5,37.84343026,1.0,0.0,0.0,37.84343026,0.0,0.0,12083.888047204982,7
61.34,76.7575,42.74,40.51694653,1.0,0.0,10.78,29.736946529999997,0.0,661.2452,12745.133247204982,7
67.2,76.37331948,42.46,40.808,0.7369031203094684,0.0,10.78,30.028,0.0,724.4159999999999,13469.549247204981,7
61.51,74.41670238,41.32,36.57653461,0.4738062406189367,0.0,10.78,25.796534610000002,0.0,663.0777999999999,14132.62704720498,7
57.61,72.8284239,37.99,35.65145279,0.2107093609284051,0.0,8.633500000000007,27.017952789999995,0.0,497.37593500000037,14630.00298220498,7
49.87,66.97326962,34.88,34.14353783,0.0,0.0,0.0,34.14353783,0.0,0.0,14630.00298220498,7
49.48,69.18447556,27.62,29.80723029,0.5,0.0,10.78,19.02723029,0.0,533.3943999999999,15163.39738220498,8
46.27,63.49364207,26.01,27.9531607,0.23690312030946836,0.0,0.0,27.9531607,0.0,0.0,15163.39738220498,8
47.04,59.01469694,25.06,27.09357496,0.23690312030946836,10.78,0.0,37.87357496,0.0,-507.09119999999996,14656.306182204979,8
46.29,59.95493937,24.45,26.9661963,0.4743480542301732,10.78,0.0,37.7461963,0.0,-499.0062,14157.299982204979,8
46.94,59.77266979,24.09,27.05680505,0.711792988150878,10.78,0.0,37.83680505,0.0,-506.0131999999999,13651.28678220498,8
44.38,63.93350516,24.08,26.25455161,0.9492379220715828,0.0,0.0,26.25455161,0.0,0.0,13651.28678220498,8
47.83,67.10228188,24.45,31.96304348,0.9492379220715828,0.0,0.0,31.96304348,0.0,0.0,13651.28678220498,8
46.31,70.08242414,24.7,31.45838975,0.9492379220715828,0.0,10.78,20.678389749999997,0.0,499.2218,14150.508582204979,8
45.78,64.06599482,26.36,35.47921178,0.6861410423810511,0.0,0.0,35.47921178,0.0,0.0,14150.508582204979,8
49.48,68.92843638,27.73,36.44096169,0.6861410423810511,0.0,10.78,25.66096169,0.0,533.3943999999999,14683.902982204978,8
50.56,68.39730442,28.55,37.7878651,0.4230441626905195,0.0,0.0,37.7878651,0.0,0.0,14683.902982204978,8
48.86,60.23676638,28.89,37.9557194,0.4230441626905195,10.78,0.0,48.7357194,0.0,-526.7108,14157.192182204977,8
47.35,56.08445757,28.9,39.21933004,0.6604890966112242,10.78,0.0,49.999330040000004,0.0,-510.433,13646.759182204976,8
45.64,62.36518571,28.08,41.58324324,0.897934030531929,0.0,0.0,41.58324324,0.0,0.0,13646.759182204976,8
47.61,62.19889435,27.72,42.51081081,0.897934030531929,4.633795013850424,0.0,47.144605823850426,0.0,-220.6149806094187,13426.144201595558,8
48.0,63.00341912,27.75,38.72666272,1.0,0.0,0.0,38.72666272,0.0,0.0,13426.144201595558,8
48.0,69.40709132,28.17,37.35476256,1.0,0.0,0.0,37.35476256,0.0,0.0,13426.144201595558,8
48.0,67.57875,29.14,37.93637972,1.0,0.0,0.0,37.93637972,0.0,0.0,13426.144201595558,8
53.31,69.38971014,30.45,36.82676868,1.0,0.0,0.0,36.82676868,0.0,0.0,13426.144201595558,8
58.23,77.81,32.52,35.34759581,1.0,0.0,10.78,24.56759581,0.0,627.7194,14053.863601595558,8
68.39,81.3718215,33.93,40.808,0.7369031203094684,0.0,10.78,30.028,0.0,737.2442,14791.107801595557,8
56.17,74.23077948,32.55,35.99205023,0.4738062406189367,0.0,10.78,25.212050229999996,0.0,605.5126,15396.620401595557,8
55.24,72.83828501,30.58,35.66378975,0.2107093609284051,0.0,8.633500000000007,27.030289749999994,0.0,476.9145400000004,15873.534941595557,8
47.91,66.98628805,28.3,34.14353783,0.0,0.0,0.0,34.14353783,0.0,0.0,15873.534941595557,8
44.48,65.58697551,27.58,28.0690868,0.5,0.0,8.700099999999992,19.36898680000001,0.0,386.9804479999996,16260.515389595557,9
45.56,60.00099028,26.25,26.63407408,0.28766519823788567,0.0,0.0,26.63407408,0.0,0.0,16260.515389595557,9
43.44,54.42253528,25.56,25.01318794,0.28766519823788567,10.78,0.0,35.79318794,0.0,-468.28319999999997,15792.232189595557,9
43.11,54.96189834,25.4,25.30655252,0.5251101321585905,10.78,0.0,36.08655252,0.0,-464.7258,15327.506389595557,9
43.5,57.63852582,25.36,24.49255906,0.7625550660792952,10.78,0.0,35.27255906,0.0,-468.92999999999995,14858.576389595557,9
50.3,61.8736442,26.51,25.75683198,1.0,0.0,0.0,25.75683198,0.0,0.0,14858.576389595557,9
65.0,68.4165632,31.39,30.2925,1.0,0.0,10.78,19.5125,0.0,700.6999999999999,15559.276389595558,9
70.95,74.36979375,36.04,32.585558,0.7369031203094684,0.0,10.78,21.805557999999998,0.0,764.841,16324.117389595558,9
