method,day_index,hour,prices_actual,prices_forecast,prices_bias_corrected,actual_demand,forecast_demand,demand_bias_corrected,soc,charge_MW,discharge_MW,import_MW,export_MW,profit_step,profit_step_system,day
bias_corrected_det,251,5,48.24,56.73956949376373,56.808194547527464,26.68,25.88692386714286,25.887134774285716,1.0,0.0,0.0,25.88692386714286,0.0,0.0,-1248.7852073509716,251
bias_corrected_det,251,6,60.46,74.5867190726923,74.58786487538461,31.54,30.730200386153847,30.73569489230769,1.0,0.0,0.0,30.730200386153847,0.0,0.0,-1857.9479153468617,251
bias_corrected_det,251,7,72.51,81.42449903667583,81.40997606335165,36.43,35.22650726788462,35.20512395576924,1.0,0.0,10.7825,24.444007267884622,0.0,781.8390750000001,-1772.434966994314,251
bias_corrected_det,251,8,71.4,90.27013531027472,90.28245888054946,40.26,39.44025832134615,39.4601105826923,0.736842105263158,0.0,10.7825,28.65775832134615,0.0,769.8705000000001,-2046.1639441441152,251
bias_corrected_det,251,9,70.55,84.72233851211539,84.73531922423076,40.68,40.24705374505494,40.247991870109885,0.4736842105263159,0.0,10.7825,29.464553745054943,0.0,760.705375,-2078.724266713626,251
bias_corrected_det,251,10,66.6,80.10632471942309,80.06686135884617,40.0,39.30997986832418,39.27421299664835,0.21052631578947378,0.0,8.626000000000005,30.683979868324172,0.0,574.4916000000003,-2043.5530592303896,251
bias_corrected_det,251,11,54.61,70.13159742403846,70.07952883807693,39.52,38.712164436208795,38.69582676241759,0.0,10.7825,0.0,49.494664436208794,0.0,-588.8323250000001,-2702.903624861362,251
bias_corrected_det,251,12,47.54,66.58282293695055,66.5856618239011,37.46,37.07125235307693,37.084270746153855,0.2375,10.7825,0.0,47.85375235307693,0.0,-512.60005,-2274.967386865277,251
bias_corrected_det,251,13,47.58,65.6512421484066,65.5574400068132,37.1,36.538077434368134,36.543514418736265,0.475,10.7825,0.0,47.32057743436813,0.0,-513.03135,-2251.5130743272357,251
bias_corrected_det,251,14,59.69,71.90077027593408,71.91739510186815,38.39,37.37845656126374,37.386800132527476,0.7124999999999999,3.4946052631579,0.0,40.87306182442164,0.0,-208.59298815789504,-2439.7130602997277,251
bias_corrected_det,251,15,62.06,72.08055464005496,72.0883543801099,38.88,38.10755843815934,38.13523282631868,0.7894736842105263,0.0,0.0,38.10755843815934,0.0,0.0,-2364.9550766721686,251
bias_corrected_det,251,16,67.33,79.57022124681318,79.50193602362636,39.31,38.76046039986264,38.798107749725276,0.7894736842105263,0.0,0.0,38.76046039986264,0.0,0.0,-2609.7417987227514,251
bias_corrected_det,251,17,71.17,78.27884615634615,78.2805494526923,39.38,38.821231386895604,38.84355709379121,0.7894736842105263,0.0,0.0,38.821231386895604,0.0,0.0,-2762.9070378053602,251
bias_corrected_det,251,18,72.21,90.62501237667581,90.62712485335163,40.31,39.89709317593407,39.902744071868135,0.7894736842105263,0.0,10.7825,29.11459317593407,0.0,778.604325,-2102.3647732341988,251
bias_corrected_det,251,19,75.94,108.71742068472527,108.72984136945054,41.53,40.28090385873626,40.28494086747252,0.5263157894736842,0.0,10.7825,29.49840385873626,0.0,818.8230500000001,-2240.1087890324316,251
bias_corrected_det,251,20,69.58,90.88423009164835,90.8948803832967,39.54,38.4525354085989,38.4590708171978,0.2631578947368421,0.0,10.7825,27.6700354085989,0.0,750.24635,-1925.2810637303114,251
bias_corrected_det,251,21,60.63,76.71058206131869,76.71959453263737,36.61,36.93423868049451,36.940629550989016,0.0,0.0,0.0,36.93423868049451,0.0,0.0,-2239.322891198382,251
bias_corrected_det,251,22,47.99,71.19583079483516,71.21211052967033,33.17,33.20244327310439,33.21046280620879,0.0,0.0,0.0,33.20244327310439,0.0,0.0,-1593.3852526762798,251
bias_corrected_det,251,23,44.96,66.7773968003022,66.7773968006044,29.91,30.318530409697804,30.318530409395606,0.0,0.0,0.0,30.318530409697804,0.0,0.0,-1363.1211272200132,251
bias_corrected_det,252,0,42.63,52.44009133313187,52.45809325626374,26.96,26.867565389065934,26.870712778131868,0.5,0.0,8.706868750000003,18.16069663906593,0.0,371.17381481250015,-774.1904977233806,252
bias_corrected_det,252,1,39.78,48.35425495096154,48.42696165192308,25.33,25.538291617032968,25.538366384065935,0.2874999999999999,0.0,0.0,25.538291617032968,0.0,0.0,-1015.9132405255715,252
bias_corrected_det,252,2,38.81,45.489668906703294,45.53364644340659,24.5,24.384550623818683,24.407723827637366,0.2874999999999999,10.7825,0.0,35.16705062381868,0.0,-418.46882500000004,-1364.833234710403,252
bias_corrected_det,252,3,36.94,43.42968396563187,43.482751661263734,24.01,23.993585412857144,23.998879945714286,0.5249999999999999,10.7825,0.0,34.77608541285714,0.0,-398.30555,-1284.6285951509428,252
bias_corrected_det,252,4,36.2,41.164445930219784,41.16471006043957,23.87,24.32414435510989,24.33383545021978,0.7625,10.7825,0.0,35.10664435510989,0.0,-390.32650000000007,-1270.8605256549781,252
bias_corrected_det,252,5,37.8,47.769244213763734,47.837869267527466,24.52,25.900595217142858,25.900806124285715,1.0,0.0,0.0,25.900595217142858,0.0,0.0,-979.042499208,252
bias_corrected_det,252,6,42.66,56.53478814269231,56.53593394538461,26.77,29.656760326153844,29.66225483230769,1.0,0.0,0.0,29.656760326153844,0.0,0.0,-1265.1573955137228,252
bias_corrected_det,252,7,43.88,65.40578968667582,65.39126671335164,29.44,35.55814476788462,35.53676145576924,1.0,0.0,8.626,26.932144767884623,0.0,378.50888,-1181.7825124147773,252
bias_corrected_det,252,8,43.41,75.63412980027474,75.64645337054947,31.7,39.821626351346154,39.841478612692306,0.7894736842105263,0.0,10.7825,29.039126351346155,0.0,468.068325,-1260.5884749119366,252
bias_corrected_det,252,9,44.57,71.19921403211538,71.21219474423076,32.54,40.52193678505494,40.522874910109884,0.5263157894736842,0.0,10.7825,29.73943678505494,0.0,480.576025,-1325.4866975098987,252
bias_corrected_det,252,10,44.15,65.52486372942309,65.48540036884617,32.47,39.061025828324176,39.02525895664835,0.2631578947368421,0.0,10.7825,28.278525828324177,0.0,476.047375,-1248.4969153205125,252
bias_corrected_det,252,11,42.55,61.97763116403846,61.92556257807693,31.7,39.0322597762088,39.01592210241759,0.0,0.0,0.0,39.0322597762088,0.0,0.0,-1660.8226534776843,252
bias_corrected_det,252,12,41.42,57.52584330695055,57.5286821939011,30.36,37.480453853076924,37.49347224615385,0.0,10.7825,0.0,48.26295385307692,0.0,-446.61115000000007,-1999.051548594446,252
bias_corrected_det,252,13,40.01,56.03355368840659,55.939751546813184,29.35,36.538077434368134,36.543514418736265,0.2375,10.7825,0.0,47.32057743436813,0.0,-431.407825,-1893.296303149069,252
bias_corrected_det,252,14,41.23,58.303326735934064,58.31995156186813,29.28,37.37845656126374,37.386800132527476,0.475,10.7825,0.0,48.16095656126374,0.0,-444.562475,-1985.6762390209037,252
bias_corrected_det,252,15,42.8,61.27850763005494,61.28630737010988,29.9,37.40547696815934,37.43315135631868,0.7124999999999999,0.0,0.0,37.40547696815934,0.0,0.0,-1600.9544142372197,252
bias_corrected_det,252,16,46.01,64.73295613681319,64.66467091362637,31.23,38.15395988986264,38.19160723972528,0.7124999999999999,0.0,7.6286187499999984,30.525341139862643,0.0,350.9927486874999,-1404.4709458450802,252
