prices_actual,prices_forecast,actual_demand,forecast_demand,soc,charge_MW,discharge_MW,import_MW,export_MW,profit_step
32.72,13.907385019783897,38006.938896,36124.57686319287,0.5,5.860967934131622,0.0,38012.79986393413,0.0,-191.77087080478668
24.61,14.63628392829528,37036.522365,35113.525930009906,0.6290962100028992,9.11502116918564,0.0,37045.63738616918,0.0,-224.3206709736586
22.26,13.119384615384645,35881.607998,33856.64868152683,0.8298676013946533,1.6380781292915345,0.0,35883.24607612929,0.0,-36.46361915802956
17.59,14.733999999999948,35044.055105,33033.04737312672,0.8659486174583435,2.516370236873627,0.0,35046.57147523687,0.0,-44.2629524666071
11.29,12.850334728033442,34585.57114,33756.95337501019,0.9213752746582031,2.318833935260773,0.0,34587.889973935264,0.0,-26.179635129094123
13.94,14.47968458980329,34446.396676,34291.85074051025,0.9724509119987488,1.2507285952568055,0.0,34447.64740459526,0.0,-17.43515661787987
14.38,17.745221482808393,34724.251246,34291.60654293533,1.0,0.0,0.0,34724.251246,0.0,0.0
15.36,19.207901795223226,34972.374262,35180.59314182597,1.0,0.0,0.0,34972.374262,0.0,0.0
15.67,20.363351531780605,35950.371156,35713.92295478336,1.0,0.0,5.468498545080423,35944.90265745492,0.0,85.69137220141023
16.48,20.041735248263645,38020.699447,37240.00402030561,0.8665357232093811,0.0,1.3326339021027087,38019.3668130979,0.0,21.96180670665264
18.56,19.653834070958805,39972.895508,37701.30732302735,0.834011435508728,4.517757344245911,0.0,39977.41326534425,0.0,-83.84957630920411
21.84,15.778272814732572,41849.217067,39657.7672807304,0.9335215091705322,3.0181234836578374,0.0,41852.235190483654,0.0,-65.91581688308717
22.67,17.81535081658801,43180.186413,38323.928778038346,1.0,0.0,0.0,43180.186413,0.0,0.0
23.74,25.638846153846213,44002.119157,40134.57274408875,1.0,0.0,0.0,44002.119157,0.0,0.0
23.78,17.575971565059145,44251.28835,39813.2065926736,1.0,0.0,0.0,44251.28835,0.0,0.0
22.4,16.56500000000004,44186.437046,40818.81790632888,1.0,0.0,0.0,44186.437046,0.0,0.0
28.31,58.65749999999972,44276.642402,40286.57154937965,1.0,0.0,10.7825,44265.859902,0.0,305.252575
40.95,75.94124999999988,44911.995876,41208.18485476055,0.7368420958518982,0.0,10.782499164506792,44901.21337683549,0.0,441.54334078655313
28.27,33.67429928741078,46030.241483,41152.81055514679,0.4736842215061188,0.0,10.7825,46019.458983,0.0,304.821275
25.09,21.096679585306266,45862.755681,40578.38689827076,0.21052631735801697,0.0,8.626000064268709,45854.12968093574,0.0,216.42634161250191
22.26,19.48469247183442,45695.831216,37773.51575967051,0.0,0.0,0.0,45695.831216,0.0,0.0
21.91,18.09960497765083,45419.606307,36897.63355264357,0.0,0.7135895896703005,0.0,45420.31989658967,0.0,-15.634747909676284
23.41,17.568436974789897,44716.788581,36551.793535449346,0.01571783237159252,3.697738773748279,0.0,44720.48631977375,0.0,-86.56406469344721
22.89,18.205660366561485,43760.774262,38460.81192710656,0.09716582298278809,2.380261290073395,0.0,43763.154523290075,0.0,-54.48418092978002
26.27,19.8029633094766,42791.764572,42534.150141345795,0.5,4.54722353219986,0.0,42796.3117955322,0.0,-119.45556219089032
24.47,129.95729401526015,42159.546083,47136.98306290927,0.6001591086387634,6.485554242134095,0.0,42166.03163724214,0.0,-158.70151230502128
23.61,17.463387096774152,42022.207772,47186.95216076991,0.7430127263069153,6.827769553661347,0.0,42029.03554155366,0.0,-161.2036391619444
22.17,18.096666666666664,42420.112903,44532.66374857953,0.8934041261672974,4.8394526720047,0.0,42424.95235567201,0.0,-107.29066573834422
22.4,16.79253521126757,43447.61575,44201.787848702814,1.0,0.0,0.0,43447.61575,0.0,0.0
24.61,199.795183280293,44858.572346,51975.10160045805,1.0,0.0,0.0,44858.572346,0.0,0.0
28.89,97.1298943104558,46788.141863,49933.71074094234,1.0,0.0,0.0,46788.141863,0.0,0.0
36.03,4039.764360126361,49155.110148,52650.76558946966,1.0,0.0,10.7825,49144.327648,0.0,388.49347500000005
43.76,2805.937769283774,51181.489472,57303.48625480542,0.7368420958518982,0.0,10.782499164506792,51170.70697283549,0.0,471.8421634388172
35.91,2330.5319348217945,52366.5216,56721.08065026087,0.4736842215061188,0.0,10.7825,52355.7391,0.0,387.199575
34.05,448.8007536804674,52121.800938,53359.420603292245,0.21052631735801697,0.0,8.626000064268709,52113.174937935735,0.0,293.71530218834954
33.23,500.2946103438008,51110.464816,45540.426594902274,0.0,0.0,0.0,51110.464816,0.0,0.0
30.03,21.321272953625886,49891.367825,54829.532695084265,0.0,0.0,0.0,49891.367825,0.0,0.0
26.57,18.588571428571417,48426.536827,42182.35744995837,0.0,3.264421130716801,0.0,48429.80124813072,0.0,-86.7356694431454
25.6,30.074542659101844,46947.261849,46259.822206459125,0.07190354913473129,8.489176885783673,0.0,46955.75102588579,0.0,-217.32292827606204
25.16,20.539999999999974,46135.731854,44101.836819387,0.2588898241519928,10.78249918818474,0.0,46146.514353188184,0.0,-271.2876795747281
30.42,19.57999999999995,46229.305338,40092.86846680715,0.49638980627059937,10.581132471561432,0.0,46239.88647047156,0.0,-321.8780497848988
81.32,26.23499999999992,48672.916807,42781.91072080528,0.7294543981552124,1.648209583759308,0.0,48674.56501658376,0.0,-134.03240335130693
94.9,33.67429928741078,51634.630906,54595.00496637356,0.7657585740089417,0.0,1.7240104119181634,51632.90689558808,0.0,163.6085880910337
71.64,40.883395577486645,52339.462403,54609.41204642901,0.7236823439598083,0.4829164266586304,0.0,52339.94531942665,0.0,-34.59613280582428
61.89,36.22052057658612,52291.546615,54418.57588026335,0.734319269657135,0.0,1.0951777350604535,52290.451437264936,0.0,67.78055002289146
48.18,30.48668667534869,51968.449475,56174.1437538269,0.7075903415679932,0.0,1.2103230951726436,51967.239151904825,0.0,58.313366725417964
39.2,27.01221915081821,50629.99185,52657.25837709034,0.6780511736869812,0.0,0.0,50629.99185,0.0,0.0
36.76,18.83449135269846,49358.445363,51679.43347524643,0.6780511736869812,0.0,0.0,49358.445363,0.0,0.0
31.0,21.760591568025372,48446.754417,45095.51076731904,0.5,10.7825,0.0,48457.536917,0.0,-334.2575
30.46,18.0332892707276,48196.133326,48004.180019246574,0.737500011920929,10.7825,0.0,48206.915826000004,0.0,-328.43495
30.05,649.9250000000018,48321.475194,47751.045896895674,0.9750000238418579,0.0,5.113591570824385,48316.36160242918,0.0,153.66342670327276
29.67,650.954999999998,48924.893455,46832.223498051266,0.8501976132392883,0.0,10.7825,48914.110955,0.0,319.91677500000003
30.93,650.947499999999,50306.605345,47137.563560771814,0.5870397090911865,0.0,10.782499164506792,50295.82284583549,0.0,333.50269915819507
39.67,72.97950501542049,52592.139491,51395.460539566746,0.3238818347454071,0.0,10.78249977505952,52581.356991224944,0.0,427.74176607661116
95.15,104.22571054705274,55596.584937,54232.171421725194,0.06072394549846649,0.0,2.488072580881417,55594.096864419116,0.0,236.74010607086686
100.52,258.7755712056807,57598.546605,56440.8078135066,0.0,0.0,0.0,57598.546605,0.0,0.0
47.34,31.63111548592186,56961.417347,55326.01194305511,0.0,0.0,0.0,56961.417347,0.0,0.0
34.18,23.3508484727171,54377.357734,49267.614950664574,0.0,3.208198864758015,0.0,54380.56593286475,0.0,-109.65623719742895
29.11,21.553838503173875,51544.976295,47139.5800621598,0.07066517323255539,3.597844482958317,0.0,51548.57413948296,0.0,-104.7332528989166
27.22,18.942094422747076,48711.547901,44907.816361189754,0.14991284906864166,7.779331371188165,0.0,48719.327232371186,0.0,-211.75339992374182
26.59,16.966640551934656,46360.050872,43988.31571195756,0.32126376032829285,5.300864112377167,0.0,46365.351736112374,0.0,-140.94997674810887
25.06,18.588571428571417,44448.850943,42870.602059607125,0.4380228817462921,0.9820745706558229,0.0,44449.83301757065,0.0,-24.61078874063492
24.18,15.946962207175854,43060.114499,41592.668906677725,0.45965448021888733,1.328152769804001,0.0,43061.44265176981,0.0,-32.114733973860744
23.14,17.037692307692286,42424.666782,40865.40499602848,0.48890894651412964,2.7279265880584718,0.0,42427.39470858806,0.0,-63.12422124767304
26.69,16.848333333333354,42581.428414,40683.66867054547,0.5489954352378845,4.8687916755676275,0.0,42586.29720567557,0.0,-129.9480498209
47.05,26.23499999999992,44864.404451,44173.94289294185,0.6562375426292419,0.0,0.09234243682026863,44864.31210856318,0.0,4.344711652393639
35.06,33.67429928741078,48021.259001,46894.63180892043,0.6539838314056396,0.5384310603141785,0.0,48021.79743206031,0.0,-18.877392974615102
